LAMMPS output created by EMC v9.4.4, build Jul  2 2019 14:55:34

         124  atoms
         127  bonds
         222  angles
         299  dihedrals
         112  impropers

          10  atom types
          15  bond types
          27  angle types
          35  dihedral types
          21  improper types

             -20    31.23955359  xlo xhi
             -20    31.23955359  ylo yhi
             -20    31.23955359  zlo zhi


Masses

       1   12.01100  # c_2
       2   12.01115  # c_1
       3   15.99940  # o_1
       4   14.01000  # n_2
       5    1.00800  # hn2
       6   12.01115  # cp
       7    1.00797  # hc
       8   12.01115  # c
       9   15.99940  # o_2
      10   15.99940  # oc

Atoms

       1       1   2  0.6420   6.7353361115  23.7899338591  17.8433262207  # c_1
       2       1   3 -0.5310   6.3629372231  23.4111421688  18.9072767115  # o_1
       3       1   4 -0.7260   6.0332893354  23.6497650849  16.6381301646  # n_2
       4       1   5  0.3780   6.4549093185  23.8894246109  15.8190193136  # hn2
       5       1   6  0.2370   4.6766374746  23.1301878706  16.4994323808  # cp
       6       1   6 -0.1268   4.2243222820  22.4329796831  15.3549630484  # cp
       7       1   7  0.1268   4.8371070245  22.2125605026  14.4817041451  # hc
       8       1   6 -0.1268   2.9695812547  21.8830146127  15.2780357492  # cp
       9       1   7  0.1268   2.8702773298  21.3414030749  14.3473281779  # hc
      10       1   6  0.0000   2.0506962917  22.0097292454  16.2609224880  # cp
      11       1   6 -0.1268   2.4858836739  22.5641528240  17.4193439406  # cp
      12       1   7  0.1268   1.7636262469  22.5899833728  18.2137702490  # hc
      13       1   6 -0.1268   3.7434338865  23.0225204282  17.5671172020  # cp
      14       1   7  0.1268   3.9589175609  23.3877962226  18.5594409297  # hc
      15       1   8 -0.1060   0.6647543139  21.3485092857  16.2192813480  # c
      16       1   7  0.0530  -0.1952164229  22.0138272938  16.2276561308  # hc
      17       1   7  0.0530   0.5080672517  20.7656047733  17.1179060677  # hc
      18       1   6  0.0000   0.6209828056  20.3712784253  15.0259783146  # cp
      19       1   6 -0.1268   0.6754114359  20.9994953863  13.7678778031  # cp
      20       1   7  0.1268   0.7973349971  22.1112359150  13.7372556212  # hc
      21       1   6 -0.1268   0.1531969770  20.2842992152  12.6957090857  # cp
      22       1   7  0.1268  -0.0576549744  20.8744451380  11.8191536792  # hc
      23       1   6  0.2370  -0.5139565014  19.1803330776  12.8900068839  # cp
      24       1   6 -0.1268  -0.2810471054  18.4078833244  14.0402707786  # cp
      25       1   7  0.1268  -0.6710140451  17.4333552382  14.2083268633  # hc
      26       1   6 -0.1268   0.4578727970  18.9829850511  15.0592820246  # cp
      27       1   7  0.1268   0.6588444374  18.4199131681  15.9721372354  # hc
      28       1   4 -0.7260  -1.4899383595  18.7957468621  11.9180892012  # n_2
      29       1   5  0.3780  -1.4564540236  19.5060867815  11.1575834275  # hn2
      30       1   1  0.8850  -2.2903960284  17.7323579368  11.9221349868  # c_2
      31       1   3 -0.5850  -2.5118773688  16.9774291009  12.8561126383  # o_1
      32       1   9 -0.4140  -2.8075140069  17.5521596699  10.6890731882  # o_2
      33       1   8  0.1190  -3.4206088578  16.3030742880  10.3082955830  # c
      34       1   7  0.0530  -3.2660892270  16.1684780979   9.2391245134  # hc
      35       1   7  0.0530  -2.8676604384  15.4763146019  10.8541085112  # hc
      36       1   8 -0.1060  -4.9196087737  16.2664459133  10.6251960125  # c
      37       1   7  0.0530  -5.2151692940  15.2150357368  10.4164092129  # hc
      38       1   7  0.0530  -5.1609950852  16.3466923880  11.6629060854  # hc
      39       1   8 -0.1060  -5.8464685705  17.3949317118   9.8005273357  # c
      40       1   7  0.0530  -6.8888165367  17.2436362659  10.2263890838  # hc
      41       1   7  0.0530  -5.5099178275  18.4373306453  10.0592290390  # hc
      42       1   8  0.1190  -5.9351136038  17.0995843680   8.2894817012  # c
      43       1   7  0.0530  -5.6822779075  16.0608115315   8.3493476877  # hc
      44       1   7  0.0530  -6.9264759393  17.2408829015   7.8237536362  # hc
      45       1   9 -0.4140  -5.1104772331  17.6479766522   7.3331725111  # o_2
      46       1   1  0.8850  -4.0259120009  18.4232727392   7.5708239635  # c_2
      47       1   3 -0.5850  -3.9271024911  19.1606735057   8.5014183442  # o_1
      48       1   4 -0.7260  -3.1856099958  18.2527287282   6.5069090654  # n_2
      49       1   5  0.3780  -3.5513559786  17.8771994987   5.6964321721  # hn2
      50       1   6  0.2370  -1.8631615780  17.8487565167   6.8121934514  # cp
      51       1   6 -0.1268  -1.2553514444  18.2166073928   7.9970857004  # cp
      52       1   7  0.1268  -1.7015057477  19.0505649895   8.5322877999  # hc
      53       1   6 -0.1268  -0.2253929089  17.4622256035   8.4064417969  # cp
      54       1   7  0.1268   0.2944642932  17.5934855560   9.3850882578  # hc
      55       1   6  0.0000   0.2561628734  16.3085634679   7.7143155868  # cp
      56       1   6 -0.1268  -0.3807855207  16.1066399419   6.4427160978  # cp
      57       1   7  0.1268  -0.3089597262  15.1374347821   5.9133749231  # hc
